AnketNo,Cinsiyet,Sinif,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,s33,s34,s35,s36,s37,s38,s39,s40,s41,s42,s43,s44,s45,s46,s47,s48,s49,s50,s51,s52,s53
780,K,5,4,2,1,1,4,4,2,4,3,4,3,4,4,4,3,4,4,4,4,4,4,4,3,2,4,4,1,1,1,4,3,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4
781,E,5,2,1,4,2,3,1,4,4,4,1,1,4,3,1,1,1,4,4,4,4,1,4,1,2,1,2,1,1,1,1,4,1,4,1,1,4,1,1,4,4,4,1,4,4,1,4,1,4,4,4,1,4,4
782,E,5,3,4,4,1,4,4,4,4,3,1,3,4,4,3,3,4,4,4,4,4,4,4,4,4,3,3,1,4,4,4,3,4,4,2,4,4,4,4,4,4,4,4,4,1,4,4,4,1,4,4,4,4,4
783,E,5,3,4,4,1,3,1,4,4,4,3,4,4,4,3,2,4,4,4,4,3,4,4,1,4,3,3,4,4,4,4,3,4,4,3,4,4,3,4,2,4,4,4,3,3,4,4,3,1,4,3,1,4,4
784,E,5,4,1,4,1,2,1,2,3,4,4,1,4,4,3,1,4,4,3,4,1,4,4,4,4,4,4,4,1,4,2,1,3,4,1,4,4,4,4,2,4,4,1,4,3,4,4,3,4,4,2,4,4,2
785,K,5,2,2,4,1,4,1,4,4,4,2,1,4,4,2,2,4,4,4,4,2,2,2,1,4,4,4,2,4,4,4,2,4,2,4,4,4,2,4,4,4,2,4,4,2,4,1,4,1,4,4,2,4,2
786,E,5,3,1,4,1,3,4,4,4,4,4,1,2,4,1,4,4,4,4,4,1,1,4,1,4,4,1,1,4,4,4,3,2,4,1,4,4,4,1,4,4,1,1,4,1,4,2,4,1,4,3,1,4,2
787,E,5,1,1,4,1,1,1,4,4,4,4,2,4,4,4,4,4,4,4,4,2,1,4,4,2,4,1,4,4,4,4,4,2,4,4,4,4,4,1,4,4,4,4,4,1,1,4,4,4,4,4,4,3,4
788,K,5,4,1,4,1,4,1,4,3,4,2,4,1,4,4,4,4,4,4,4,4,4,4,1,4,4,4,1,3,4,4,4,3,4,4,4,4,4,4,1,4,4,4,4,2,4,4,4,1,4,4,1,4,4
789,K,5,4,2,4,1,4,1,4,4,4,4,3,1,4,2,3,4,4,4,4,4,4,4,4,4,4,4,1,1,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,1,4,4
790,K,5,4,1,1,4,4,4,4,4,4,3,4,1,4,4,3,4,4,4,3,4,3,2,1,4,4,4,1,4,4,4,4,4,1,1,4,1,4,1,4,1,1,4,4,1,4,4,4,1,1,4,1,4,4
792,K,5,4,4,4,1,4,1,4,4,4,2,4,4,4,4,4,4,4,4,4,3,4,4,1,4,4,3,1,1,4,4,4,4,4,4,4,4,4,4,1,4,1,4,4,4,4,3,4,1,4,4,4,4,4
793,E,5,2,1,3,2,3,4,4,3,2,4,2,4,3,2,3,4,4,4,4,2,2,4,4,4,3,1,4,4,4,2,2,3,4,3,4,4,4,3,2,4,4,4,4,4,1,2,2,4,4,4,1,4,4
794,E,5,4,1,4,3,4,1,4,4,4,4,1,4,4,3,2,4,4,4,4,4,4,4,2,4,3,3,1,4,4,4,4,4,4,4,3,4,4,4,3,4,4,2,4,1,4,4,3,4,4,4,3,4,4
795,E,5,4,1,4,1,4,1,3,2,3,4,1,3,4,4,4,4,4,4,4,3,1,3,1,4,2,1,1,3,2,4,1,3,2,4,4,4,4,4,2,3,1,4,2,3,1,3,2,3,1,3,2,4,1
796,E,5,1,1,3,1,3,1,4,2,3,1,1,3,4,2,4,1,3,2,4,2,1,1,2,4,4,2,2,1,2,4,1,2,1,2,4,2,1,3,2,4,2,3,4,1,1,1,2,4,1,2,1,1,1
797,E,5,1,3,4,1,4,4,4,4,3,2,3,4,4,1,3,4,4,4,4,3,1,4,1,4,4,4,1,1,4,4,3,4,4,2,4,4,4,4,1,4,4,4,4,2,2,3,4,3,4,4,1,4,4
798,E,5,1,3,4,3,3,4,3,4,3,4,1,2,4,3,3,2,4,1,3,3,4,3,2,4,2,4,3,4,4,4,4,4,4,3,4,3,4,3,3,4,1,4,4,2,1,4,4,3,2,2,4,3,4
799,E,5,4,4,4,2,2,1,4,4,4,2,4,4,2,4,4,4,4,4,4,4,2,4,1,4,2,4,1,4,4,4,4,4,4,2,4,4,4,1,4,4,4,4,4,4,4,4,4,1,4,4,1,4,4
800,K,5,1,1,1,1,4,4,4,4,2,3,1,3,4,1,2,4,2,3,1,4,4,3,1,2,3,2,1,4,4,4,2,2,4,3,1,4,1,4,4,4,3,2,3,1,4,1,4,4,4,4,4,4,2
801,K,5,1,1,4,2,2,4,4,4,4,4,1,4,2,3,4,2,4,4,4,1,4,4,4,4,4,1,1,4,4,3,1,4,4,4,4,4,4,4,4,4,3,4,4,1,4,4,3,4,4,4,1,4,4
802,K,5,4,3,4,1,4,1,4,4,4,3,1,1,4,4,4,4,4,3,4,3,4,4,1,4,4,4,1,3,4,3,4,4,3,3,4,4,4,3,4,4,4,3,4,3,4,4,4,4,3,4,1,4,4
803,E,5,1,1,4,4,1,4,4,1,4,4,1,4,3,4,4,3,2,4,4,1,2,4,4,1,4,4,1,1,4,4,1,2,4,1,4,4,4,1,2,1,4,1,2,3,1,4,4,2,4,2,1,4,2
804,E,5,2,4,4,1,4,1,4,4,4,2,2,4,4,2,4,4,4,4,4,2,4,4,2,4,4,2,1,3,4,2,1,2,4,2,4,4,4,3,4,2,4,2,4,3,3,4,4,4,2,2,2,4,4
805,E,5,3,2,4,3,4,2,4,2,4,2,3,2,4,2,2,2,2,2,4,4,2,4,2,2,2,2,2,3,2,3,1,4,2,4,2,4,2,2,3,4,2,4,2,2,4,4,2,1,4,2,3,2,4
807,E,5,3,4,4,1,4,1,4,4,4,3,4,4,4,4,3,4,4,4,4,4,1,4,3,4,4,2,1,1,3,4,3,3,4,3,1,4,4,4,3,4,4,4,3,4,3,4,4,3,4,3,4,4,4
808,E,5,2,1,4,1,4,1,4,4,4,1,2,4,4,4,4,3,4,4,4,3,4,4,1,3,3,4,1,2,4,3,4,3,1,4,4,4,4,4,1,4,4,3,4,4,2,3,3,4,4,4,1,4,4
809,E,5,1,4,4,1,3,1,4,4,2,4,4,4,4,3,4,4,4,4,4,2,1,4,1,4,4,4,1,1,4,3,3,3,4,1,4,4,4,4,1,4,4,2,4,4,4,4,2,4,1,4,1,4,4
810,K,5,2,4,4,3,4,1,4,4,4,4,3,4,4,4,4,4,4,4,4,2,4,4,1,4,4,4,1,1,4,4,2,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4
811,K,5,2,3,2,4,1,4,2,4,3,3,4,1,4,3,3,3,4,4,4,1,4,4,1,4,4,1,2,3,4,1,3,3,4,4,4,4,4,3,4,4,3,4,4,1,1,4,4,4,3,4,3,4,4
812,K,5,2,3,3,2,4,3,1,1,2,3,1,2,3,4,2,3,2,4,1,2,4,4,3,4,2,1,2,1,1,3,2,3,2,4,3,2,1,4,3,4,3,4,2,3,2,3,1,1,1,2,3,3,4
813,E,5,4,2,4,1,4,1,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,2,4,4,3,1,4,4,3,3,4,4,1,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,2,4,4
814,E,5,3,2,3,3,4,3,2,4,4,2,1,4,4,1,2,4,4,4,4,1,3,4,4,2,3,4,1,2,4,1,1,3,4,1,4,4,4,2,4,1,4,1,4,3,1,2,3,4,3,4,1,4,4
815,K,5,3,1,4,2,4,4,2,4,4,3,1,1,4,4,2,4,4,4,4,4,3,2,2,4,4,4,4,1,3,2,3,4,4,3,4,2,4,4,4,4,2,4,1,1,4,2,4,1,2,4,3,4,4
816,E,5,4,1,4,3,4,1,4,4,4,4,3,4,4,3,3,4,4,4,4,3,4,4,3,4,4,4,1,1,4,4,3,4,4,3,1,4,4,4,4,4,1,3,4,1,4,4,4,1,4,4,1,4,4
819,E,5,4,4,4,1,4,1,4,4,4,1,4,1,4,4,4,4,4,4,4,4,4,4,1,4,4,4,1,1,4,4,4,4,4,4,4,4,3,4,1,4,4,4,4,4,4,4,4,4,4,4,2,4,4
820,E,5,4,4,4,1,2,1,4,4,4,4,2,2,4,4,4,4,4,4,4,4,2,4,1,4,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4
821,E,5,1,1,4,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,1,2,4,4,4,4,4,1,1,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,3,1,4,4,4,4,4,1,4,4
822,K,5,2,1,2,1,2,1,2,2,2,1,2,4,3,1,3,3,4,4,4,1,4,4,4,3,4,1,1,4,4,3,2,4,2,1,4,4,4,4,3,2,3,4,3,1,3,4,3,3,4,2,2,4,4
823,K,5,1,1,4,1,2,1,2,2,4,4,4,4,4,3,2,4,4,2,4,1,1,4,4,4,4,1,4,4,4,1,2,4,4,4,4,4,4,4,1,4,1,4,4,1,1,4,4,2,4,4,1,4,2
824,K,5,3,4,4,1,4,1,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,1,4,2
825,E,5,4,3,4,1,4,4,3,4,2,4,4,1,4,3,2,4,4,3,4,2,4,4,1,4,4,4,1,2,4,3,4,2,4,4,1,4,4,4,3,4,1,4,4,2,4,4,3,1,4,4,1,4,4
826,E,5,4,3,4,1,4,1,4,4,4,4,1,4,2,1,2,4,2,1,4,3,4,3,1,4,4,4,1,4,4,1,4,1,4,1,4,1,4,4,4,4,4,1,4,4,1,4,4,4,4,4,4,4,4
827,E,5,2,1,4,1,3,1,3,2,4,4,2,4,4,4,4,3,4,4,3,4,2,4,1,2,4,2,1,4,4,3,4,4,4,1,4,4,4,3,4,4,4,4,4,1,3,4,4,4,4,4,3,4,4
828,K,5,3,3,4,1,1,1,4,4,2,4,2,2,4,1,4,4,4,4,4,2,2,4,4,2,3,1,1,4,2,1,1,1,4,4,4,4,1,4,4,4,4,4,4,1,1,4,4,4,3,3,1,3,2
829,E,5,2,1,3,1,3,1,4,4,4,4,1,1,4,4,4,4,4,4,3,4,3,4,4,4,2,4,1,4,4,4,4,4,2,2,4,2,3,2,4,4,2,4,2,1,1,4,1,4,3,3,1,4,3
830,E,5,2,2,4,1,2,1,4,4,2,4,2,4,4,2,4,4,4,4,4,3,2,4,2,2,4,2,1,3,4,4,2,4,2,2,4,2,4,4,4,4,4,2,2,2,3,4,4,3,4,4,3,4,4
831,E,5,1,2,4,1,2,1,4,2,2,4,1,4,4,2,4,4,4,4,4,1,1,4,4,3,4,2,1,4,4,3,2,4,4,1,4,4,3,1,3,4,4,3,2,2,1,2,4,4,2,4,1,4,4
832,E,5,4,1,4,3,3,1,4,4,3,1,1,2,4,4,3,4,4,3,4,2,1,1,4,3,2,2,4,3,2,1,4,3,2,4,4,1,1,3,2,4,4,2,3,1,4,4,2,1,4,4,3,2,4
833,K,5,4,3,4,3,3,1,4,4,4,3,4,2,3,4,4,4,4,3,4,3,2,3,1,4,4,3,1,2,1,4,4,4,3,4,4,4,4,3,4,4,3,4,3,4,4,4,3,4,3,3,4,4,3
834,K,5,2,1,4,1,4,4,3,4,4,2,1,4,4,4,4,3,4,4,3,4,4,4,3,4,4,4,1,3,4,4,4,4,4,3,4,4,4,1,4,4,4,3,4,4,1,4,4,4,4,4,1,4,4
835,K,5,3,4,4,1,4,4,4,4,4,4,3,1,4,4,3,4,4,4,4,4,2,4,1,4,4,4,1,1,4,3,4,4,4,4,4,4,2,4,4,1,4,4,4,2,3,2,4,4,4,4,1,4,4
836,E,5,2,4,4,1,4,1,2,4,1,4,2,1,4,4,2,4,4,4,4,1,3,2,2,3,4,1,1,2,3,4,4,4,4,3,4,3,4,4,4,1,2,4,4,4,4,4,4,4,3,3,4,4,4
837,K,5,2,3,4,1,2,4,4,4,2,2,1,4,4,2,2,4,4,4,4,4,4,4,2,4,4,2,1,1,4,2,4,4,4,4,4,4,4,4,4,4,2,4,4,4,1,2,4,4,4,4,1,4,4
838,E,5,4,3,4,1,4,1,4,4,4,2,1,4,4,4,4,4,4,4,4,4,1,4,3,4,4,4,3,4,4,3,3,4,3,3,2,4,4,4,4,3,3,4,4,4,1,2,4,1,4,4,2,4,4
839,K,5,1,1,4,1,2,4,4,3,2,4,1,1,2,1,3,2,4,4,4,4,4,4,2,4,3,3,4,3,4,2,4,4,4,2,1,4,2,4,4,2,2,4,4,2,2,4,4,4,4,2,2,4,1
840,E,5,2,2,3,1,4,4,1,4,1,1,1,1,4,2,3,1,1,1,2,3,2,2,1,4,1,1,2,2,3,3,1,2,4,2,1,2,3,1,3,1,2,4,3,2,1,2,3,2,4,1,3,2,1
841,K,5,1,2,1,1,4,2,3,4,2,3,2,1,3,1,1,3,3,1,4,3,2,2,1,4,4,3,1,1,2,1,1,2,4,4,4,2,3,4,2,4,3,3,4,4,3,2,3,4,2,2,1,3,2
842,K,5,1,1,4,1,2,1,4,4,3,2,1,4,4,1,2,4,4,4,3,4,4,4,3,4,4,3,1,2,4,2,1,4,3,4,4,4,3,4,4,1,1,4,4,1,1,1,4,4,4,4,2,4,4
843,K,5,2,4,3,4,3,4,4,4,3,4,4,4,4,4,2,3,4,4,4,2,2,4,1,4,4,4,3,4,4,4,4,4,1,4,1,4,4,4,4,3,4,4,4,4,1,3,4,4,4,4,1,4,4
844,K,5,1,3,3,1,4,2,4,4,3,4,1,4,4,3,3,3,4,4,4,4,1,4,4,4,4,2,1,4,4,4,3,3,4,2,4,4,1,3,1,4,4,4,4,4,3,3,4,4,4,1,4,3,1
845,K,5,3,4,1,1,4,1,4,4,4,3,4,4,3,4,4,4,4,4,1,2,4,4,1,4,4,2,1,4,1,4,2,4,4,1,3,4,4,3,4,2,4,4,3,4,2,3,4,4,4,4,1,4,4
846,E,5,3,2,4,2,1,4,3,1,4,4,1,4,1,1,3,2,4,4,4,1,1,3,4,1,4,1,1,1,4,1,1,4,4,1,4,4,1,4,3,4,4,1,4,4,1,4,4,4,4,3,4,2,2
847,E,5,4,1,4,1,4,1,1,4,4,4,2,4,4,4,2,4,4,4,4,4,4,4,1,4,4,4,1,4,4,4,4,4,4,2,4,4,1,4,1,4,2,4,4,2,4,4,4,4,4,4,4,4,4
848,E,5,4,4,4,1,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4
849,E,5,2,3,4,1,3,1,4,4,4,3,3,4,4,2,3,4,4,3,4,2,3,4,3,4,4,3,2,3,4,2,3,4,4,3,4,3,4,3,4,3,3,3,4,3,2,2,4,4,4,3,1,3,3
850,K,5,2,4,1,1,2,1,4,4,4,4,2,3,4,1,4,4,4,4,4,3,2,4,3,3,4,2,1,4,4,3,3,2,4,1,2,4,1,1,1,3,1,1,4,1,1,3,3,1,4,4,1,4,4
851,E,5,4,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,1,1,4,4,3,4,4,1,4,4,4,1,4,3,2,3,4,2,1,2,4,4,2,3,1,3,4
852,K,5,3,2,4,1,4,1,4,3,4,3,2,4,3,3,4,4,4,4,4,3,4,4,3,4,3,2,2,1,4,4,2,4,4,2,4,4,2,4,1,3,2,4,4,2,1,4,4,2,1,4,1,4,4
853,K,5,2,4,4,1,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,1,4,4
855,K,5,4,4,4,1,4,1,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,1,4,4,3,1,1,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,1,4,4
856,E,5,4,4,4,3,2,4,3,4,3,4,1,3,3,4,3,4,3,3,4,3,4,4,1,2,3,4,1,4,4,3,4,4,3,3,3,3,3,4,3,3,4,4,3,2,4,3,3,3,4,4,3,2,1
857,E,5,3,2,4,3,3,1,2,3,4,4,2,4,3,3,4,4,4,4,4,3,4,4,1,3,4,3,1,4,3,3,4,3,4,4,3,4,4,3,1,4,4,4,4,4,3,4,4,4,4,3,1,3,2
858,E,5,4,2,3,1,4,4,2,3,2,4,1,2,4,1,3,4,2,1,4,1,1,3,1,4,4,4,2,1,4,3,4,3,4,4,2,2,4,1,4,3,1,4,3,2,3,4,3,2,4,4,2,1,4
859,E,5,2,4,4,1,4,4,4,4,3,4,1,4,4,3,3,4,4,3,4,1,4,4,3,4,4,1,1,1,4,4,1,4,4,4,4,4,4,4,4,4,1,4,4,3,3,4,4,4,1,3,1,3,3
860,E,5,1,4,4,1,4,3,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,1,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4
861,K,5,2,4,4,1,4,1,4,4,4,3,1,4,4,4,4,4,4,4,4,4,2,4,1,4,4,4,1,1,4,4,4,3,4,4,4,4,4,1,1,4,4,4,4,4,1,4,4,4,4,4,4,4,4
862,E,5,3,1,2,3,4,4,4,4,4,4,4,4,2,1,2,3,4,4,2,1,2,4,4,2,2,1,1,2,4,2,3,4,4,4,4,4,4,4,4,4,2,1,4,4,4,4,4,4,4,4,1,4,2
863,E,5,4,1,4,1,4,3,4,4,4,4,2,3,4,4,4,4,4,4,4,1,3,4,4,3,4,1,1,1,4,4,3,4,4,4,4,4,2,3,4,4,4,4,2,3,4,4,4,3,4,4,1,4,4
864,E,5,2,4,4,1,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,1,1,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,3,4,4,4,4,4,1,4,4
865,E,5,1,1,4,1,4,1,4,4,3,4,1,4,4,2,4,4,4,3,4,4,4,4,4,1,4,1,1,4,4,1,1,4,4,4,4,4,3,4,4,4,4,1,4,1,1,4,1,4,4,4,1,4,4
866,E,5,2,2,4,1,4,2,4,4,2,2,1,2,4,4,4,4,4,4,4,2,1,4,2,4,4,2,1,2,4,4,2,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,2,1,4,4
867,E,5,3,2,4,1,2,4,3,4,3,3,4,1,4,4,3,4,4,3,4,4,4,3,3,4,4,3,1,4,4,4,4,3,4,1,4,3,4,3,4,4,3,4,3,3,4,4,3,2,3,4,3,4,4
868,E,5,2,1,3,1,1,3,2,4,1,1,1,2,3,3,3,4,4,4,4,1,2,4,4,4,4,1,3,4,4,4,3,4,4,4,4,4,4,4,3,1,4,3,4,1,4,4,4,4,3,4,1,4,4
869,K,5,3,4,4,1,4,1,4,4,4,2,4,1,4,2,4,4,4,4,4,2,4,4,1,4,4,4,1,1,4,2,2,4,4,2,4,4,4,4,4,4,4,4,4,2,2,4,4,4,4,4,1,4,4
870,K,5,2,4,4,1,3,2,4,4,4,4,2,4,4,3,3,4,4,4,4,2,3,4,1,4,3,4,1,2,4,4,3,4,4,2,4,4,4,2,4,3,4,2,4,3,4,3,3,4,2,4,1,4,3
871,E,5,3,4,4,1,3,1,3,4,3,2,4,2,4,1,3,4,4,4,4,1,4,4,1,4,3,4,3,2,4,3,3,4,4,1,4,4,2,4,1,4,4,3,4,4,4,4,3,4,2,3,4,3,2
872,E,5,4,1,1,1,4,1,4,2,2,1,3,1,4,3,2,4,4,4,4,3,4,4,1,4,4,1,1,4,4,4,4,4,4,2,4,4,4,2,4,4,4,4,4,1,1,4,4,2,1,4,1,4,4
873,E,5,4,1,1,1,4,1,4,4,2,4,1,4,4,1,1,4,3,4,1,1,4,4,1,4,4,4,1,1,4,4,1,4,4,1,4,4,4,4,1,4,4,4,3,2,4,4,4,1,4,4,1,4,4
874,E,5,2,4,4,1,4,1,4,4,2,2,4,1,4,4,2,4,4,4,4,4,1,4,1,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,1,4,4,2,4,2
875,E,5,3,2,4,1,4,4,3,4,4,4,1,4,4,1,2,4,4,4,4,1,4,4,3,4,4,3,1,1,4,3,1,4,4,1,4,4,4,4,4,4,3,2,4,4,4,4,4,4,4,3,1,4,4
876,K,5,2,1,4,1,3,1,1,3,4,4,1,2,2,4,4,4,4,4,4,1,1,4,4,4,4,1,4,4,4,1,4,2,3,3,4,4,4,2,1,3,1,3,4,3,1,4,4,4,4,4,1,4,2
877,E,5,4,3,4,1,4,1,2,4,4,3,4,1,4,2,2,4,4,4,4,1,2,4,4,4,4,1,4,4,4,4,1,4,4,3,2,4,4,2,4,4,1,3,4,1,4,4,4,1,4,4,1,4,4
879,E,5,2,2,4,1,1,2,2,2,2,1,3,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,1,2,2,1,2,2,1,1,1,1,2,2,4,1,2,1,2,2,1,1,1,1,1,1,2,2
880,K,5,4,4,4,2,3,1,4,3,4,4,3,4,3,2,4,4,4,4,3,4,3,4,2,4,3,3,2,1,4,4,2,4,4,3,4,4,4,4,3,4,4,4,4,3,3,4,4,4,4,4,2,4,4
881,E,5,1,1,4,3,2,4,2,2,4,2,4,1,2,3,4,2,1,3,1,2,4,3,1,4,2,4,1,3,2,4,2,4,2,4,2,3,2,3,4,1,4,2,4,2,4,4,3,1,4,2,4,3,2
882,E,5,4,1,4,1,4,1,4,2,4,2,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,1,4,3,4,4,4,4,4,4,4,4,4,4,3,2,3,3,4,4,3,4,4,4,4,2,1,4,4
883,E,5,4,1,4,1,4,3,4,4,4,1,4,4,4,4,4,1,4,2,4,2,4,1,4,3,4,3,2,4,1,3,2,1,4,2,4,4,4,4,4,4,2,1,1,2,3,4,1,3,1,3,1,3,4
884,K,5,3,4,2,1,2,1,4,2,3,2,1,2,2,1,1,2,4,1,4,3,4,1,4,2,2,3,2,4,4,4,2,4,4,2,4,2,4,3,2,4,3,4,3,2,4,3,4,1,4,2,4,3,2
885,E,5,2,2,1,1,4,4,4,3,3,4,2,3,4,4,4,4,4,4,4,3,4,4,4,4,2,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,1,4,4,1,4,4
886,K,5,2,3,4,1,4,2,2,4,2,4,4,2,2,2,2,4,4,4,4,4,2,4,2,4,2,4,1,1,2,4,4,4,4,2,4,4,2,4,4,4,4,4,4,4,2,4,4,4,4,4,1,4,4
887,K,5,2,4,4,1,4,1,4,4,4,4,1,4,4,2,4,4,4,4,4,2,2,4,4,2,4,4,1,4,4,2,2,4,4,2,2,4,2,2,4,4,4,2,4,4,4,2,4,4,1,2,1,4,4
888,K,5,3,1,4,1,4,1,4,3,3,3,1,4,4,3,4,4,4,4,4,4,3,4,2,4,4,3,2,2,4,4,3,4,4,4,4,4,4,4,2,4,2,4,4,3,4,3,3,4,4,4,1,4,4
889,K,5,3,1,4,1,4,1,4,4,2,3,4,4,4,3,3,4,4,4,4,4,4,4,1,4,4,2,1,2,4,4,3,4,2,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,3,3,4,4
890,K,5,4,4,4,1,4,1,4,4,3,4,1,4,4,4,4,4,4,4,4,1,4,4,1,4,4,4,1,1,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,1,4,4
891,E,5,2,4,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,1,4,4,1,4,3,2,4,4
892,K,5,2,1,3,1,4,1,4,2,4,4,1,2,2,3,4,4,4,4,2,1,4,4,1,4,2,2,1,1,4,4,2,4,4,2,4,4,2,4,4,1,1,1,2,1,2,4,4,1,1,1,1,4,3
895,E,5,3,1,4,1,4,1,4,4,2,4,1,4,4,1,4,4,4,4,4,1,1,4,2,3,4,1,2,4,4,4,2,4,4,1,4,4,4,4,4,4,4,4,4,4,1,4,2,4,4,2,4,4,4
896,K,5,2,1,4,1,2,4,4,4,2,1,1,4,4,4,2,3,4,4,4,1,4,4,4,2,4,3,1,4,4,1,4,4,3,1,4,4,1,4,1,4,1,3,4,1,4,1,4,4,4,4,1,4,1
897,K,5,4,1,3,1,4,1,4,2,4,2,2,4,3,3,4,4,4,4,4,4,4,4,4,4,4,3,1,2,4,4,4,4,4,3,4,4,4,4,3,4,2,4,4,3,4,4,4,2,4,4,2,4,4
898,E,5,1,2,4,1,3,1,4,2,2,4,1,4,4,1,2,4,4,4,4,1,1,4,4,3,3,1,4,4,4,1,1,1,3,2,4,4,1,1,4,1,4,1,4,2,1,4,3,4,4,4,1,4,4
901,E,5,3,1,4,1,4,1,4,4,4,3,2,4,4,4,3,4,3,4,4,3,4,3,4,4,4,4,1,4,4,4,4,3,3,4,3,3,3,4,4,3,2,3,2,4,3,4,4,3,2,2,1,4,4
902,E,5,4,1,4,2,1,3,2,2,1,3,2,2,4,2,3,4,2,4,3,4,3,2,2,4,2,4,2,4,4,3,2,4,3,4,1,4,3,2,4,3,4,2,3,2,3,2,3,4,3,2,3,3,4
903,E,5,2,1,4,1,4,1,4,4,3,4,1,4,4,1,2,4,4,4,1,4,1,4,4,4,1,4,2,1,4,4,3,4,4,4,4,3,1,4,4,3,4,4,4,4,4,3,4,4,4,3,1,4,4
904,E,5,2,1,1,1,2,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,1,4,4,4,1,1,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4
905,E,5,4,3,3,1,3,3,4,4,3,4,3,4,3,2,3,4,4,4,3,3,3,2,1,4,3,4,2,2,3,3,2,4,2,1,4,4,4,3,4,3,4,4,4,3,4,4,4,3,4,4,2,2,4
906,K,5,4,1,3,1,3,1,4,4,3,4,1,2,4,3,4,4,4,4,4,1,4,4,4,3,3,1,1,4,4,3,1,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4
907,E,5,3,3,4,1,3,1,4,3,3,4,2,3,2,3,3,3,4,4,4,2,4,3,4,4,3,4,4,1,3,2,4,3,2,3,3,2,4,1,3,2,4,1,3,1,4,4,3,4,2,3,4,3,4
908,K,5,2,4,4,1,2,1,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,1,2,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,2,2,4,4,4,4,4,2,4,4
909,E,5,2,4,4,2,4,4,2,4,4,4,1,1,4,3,2,4,4,3,4,4,4,1,1,2,4,2,4,1,3,1,4,2,4,1,1,3,2,3,4,2,3,2,4,1,4,4,3,4,3,2,1,1,1
910,E,5,4,2,4,1,3,1,4,3,4,4,3,4,4,3,4,4,4,4,4,4,3,4,1,3,3,3,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4
911,E,5,3,3,4,1,4,1,4,4,4,4,2,4,4,4,4,4,4,4,4,2,4,4,4,4,3,3,4,1,4,4,4,4,4,4,4,4,4,4,2,4,3,4,4,4,4,4,4,4,4,4,2,4,4
912,E,5,2,4,4,1,4,1,4,4,4,2,2,1,4,2,3,4,4,4,4,2,2,4,2,2,4,4,1,1,4,4,2,4,4,2,4,4,4,4,4,4,4,2,4,4,2,2,4,1,4,4,1,4,4
